numb,year,description_short,description_long,count
1,1816,"Основана Елизаветинская крепость, построена на острове Кауаи под руководством сотрудника Российско-американской компании Георга Шеффера. ","Строительство крепости являлось частью плана Шеффера по созданию на острове колонии и присоединению Гавайев к Российской империи, однако уже летом 1817 г. Кауаи были оставлены русскими под давлением гавайцев и американцев.",1
1,1818,Начало экспансии генерала Ермолова и номинальное присутствие России на Северном Кавказе.,"<a href=""http://www.vostlit.info/Texts/Dokumenty/Kavkaz/XIX/1800-1820/Dvizenie/1-20/4.htm"" target=""_blank"">Рапорт командира отдельного Грузинского корпуса генерала Ермолова Александру I о мерах покорения горцев Северного Кавказа</a><br />",1
1,1822,По указу «О разделении Сибирских Губерний на Западное и Восточное Управления» из частей уездов Тобольской губернии и Томской губернии образована Омская область.,"<a href=""http://www.runivers.ru/bookreader/book9846/#page/36/mode/1up"" target=""_blank"">Указ «О разделении Сибирских Губерний на Западное и Восточное Управления»</a><br />

<a href=""http://www.runivers.ru/bookreader/book58819/#page/19/mode/1up"" target=""_blank"">Карта Тобольской Губернии и Омской области. 1835 г.</a><br />",1
1,1825,По англо-русской конвенции 1825 г. произошло разграничение владений России и Великобритании в Северной Америке.,"Устанавливалась пограничная черта, отделяющая владения Британии от русских владений на западном побережье Северной Америки, примыкающем к Аляске, так, что граница проходила на всем протяжении береговой полосы, принадлежащей России, от 54° с. ш. до 60° с. ш. по вершинам гор Берегового хребта, но не далее 10 морских миль от кромки океана, учитывая все изгибы побережья.
<a href=""https://www.runivers.ru/bookreader/book9848/#page/71/mode/1up"" target=""_blank"">Конвенция, заключенная в Санкт-Петербурге между Императором Всероссийским и Королем Великобританским о взаимных выгодах, относящихся до торговли, мореплавания и рыбных промыслов на Тихом океане и до границ обоюдных владений их на северо-западном берегу Америки</a><br />",1
1,1826,По русско-норвежскому договору Шведско-норвежскому королевству переданы части Нявдемского и Пазрецкого погостов.,"<a href=""https://upload.wikimedia.org/wikipedia/commons/2/21/Norway-Russia_1825.jpg"" target=""_blank"">Карта норвежско-российской границы (1826)</a><br />

<a href=""http://www.runivers.ru/bookreader/book9864/#page/410/mode/1up"" target=""_blank"">Текст «Трактата, заключенный между Его Величеством Императором Всероссийским и Его Величеством Королем Шведским и Норвежским. О границах между Россиею и Норвегиею в Лапландских погостах»</a><br />",1
1,1827,Балкария вошла в состав Российской империи.,"11 января 1827 г. в Ставрополе делегацией балкарских князей генералу Георгию Эммануэлю было подано прошение о принятии Балкарии в подданство России.
Генерал Эммануэль привел балкарцев и дигорцев к присяге и письменно обещал ходатайствовать перед государем о сохранении за ними всего того, о чем они просили. Обо всем происшедшем генерал Эммануэль донес командующему Кавказской армией генерал-адъютанту Паскевичу, а тот довел до сведения императора Николая I. 
2 мая 1827 г. начальник главного штаба Дибич уведомил Паскевича о том, что государь с удовольствием узнал о подданстве горцев и приписал это событие «благоразумным мерам и кроткому с сими горцами обхождению генерал-лейтенанта Емануэля».
Условия присяги 1827 г. были подтверждены делегации балкарских князей во время их визита к российскому императору в 1852 г. В докладной записке канцелярии военного министра от 22 апреля 1852 г. министру о дозволении прибыть в Санкт-Петербург депутации от горских обществ Балкарии записано: «...Поименованные племена, по засвидетельствованию начальника Кавказской линии, отличаются постоянной преданностью правительству и примерным повиновением местным властям...»

<a href=""http://www.vostlit.info/Texts/Dokumenty/Kavkaz/XIX/1820-1840/Probl_kavk_vojny/1-20/1.htm"" target=""_blank"">Текст прошения</a><br />",1
1,1828,По Туркманчайскому мирному договору к России отошли территории Эриванского и Нахичеванского ханства.,"Договор был подписан между Россией и Персией в деревне Туркманчай (близ Тебриза) по итогам русско-персидской войны 1826–1828 гг. С русской стороны его подписали И. Ф. Паскевич и А. М. Обресков, с персидской – Аббас-Мирза и мирза Абуд-Хасан-Хан. Подготовкой текста договора и предварительными переговорами со стороны России занимался А. С. Грибоедов.

По условиям договора Россия получала Эриванское и Нахичеванское ханства (Восточная Армения). Персидские власти обязывались не препятствовать переселению армян в Россию. Персия должна была выплатить России контрибуцию в размере 20 млн руб. Подтверждалось исключительное право России иметь военный флот на Каспии. Русские торговые суда получали там права свободного плавания. России предоставлялся ряд торговых привилегий. К договору был приложен «Особый акт о торговле». Согласно ему, все дела и тяжбы между подданными России и подданными других держав на территории Персии подлежали юрисдикции русских дипломатических служб. Судебные дела между русскими и персами подлежали компетенции персидских властей, но должны были рассматриваться обязательно в присутствии драгоманов русской миссии. 
Туркманчайский мирный договор на долгие годы стал основой для русско-персидских отношений. Он значительно усилил положение России в Закавказье и открыл возможность для расширения политического и экономического продвижения России в Среднюю Азию.

<a href=""http://www.runivers.ru/bookreader/book456128/#page/242/mode/1up"" target=""_blank"">Текст Туркманчайского мирного договора</a><br />

<a href=""http://www.runivers.ru/mp/maps-detail.php?ID=466778&SECTION_ID="" target=""_blank"">Территориальные изменения по Туркманчайскому мирному договору (карта)</a><br />",1
1,1829,"По Адрианопольскому мирному договору Россия получала все черноморское побережье Кавказа от устья Кубани до Аджарии, крепости Ахалцих и Ахалкалаки, а также устье Дуная с островами.","Договор подписан между Россией и Турцией по итогам русско-турецкой войны 1828–1829 гг. в г. Адрианополе (Турция). Со стороны России договор подписали А. Ф. Орлов и Ф. П. Пален, со стороны Турции – Мехмед Садык-эфенди и Абдул Кадыр-бей. Согласно договору, Россия получала все черноморское побережье Кавказа от устья Кубани до Аджарии, крепости Ахалцих и Ахалкалаки, а также устье Дуная с островами. Русские подданные могли вести свободную торговлю на территории Турции. Русские торговые суда получали право беспрепятственно проходить проливы Босфор и Дарданеллы. Русские подданные на турецкой территории не подлежали турецкой юрисдикции. На Турцию была наложена контрибуция в 1,5 млн гульденов, которые она обязана была выплатить России в течение 1,5 лет. Дунайские княжества (Молдавия, Валахия) формально оставались в составе Турции, но получали широкую автономию. Их зависимость от Турции фактически сводилась к выплате дани. Гарантом автономии объявлялась Россия. Широкую автономию получала также Греция. Договор подтверждал автономию Сербии, предоставленную ей Аккерманской конвенцией 1826 г.

Адрианопольский мир стал крупной дипломатической победой России. В ее состав почти полностью вошло Закавказье. С ее помощью значительно продвинулось дело освобождения сербского, молдавского и греческого народов от турецкого ига.

<a href=""http://www.runivers.ru/doc/d2.php?CENTER_ELEMENT_ID=146928"" target=""_blank"">Текст договора</a><br />

<a href=""http://www.runivers.ru/bookreader/book9867/#page/623/mode/1up"" target=""_blank"">Оригинал договора</a><br />",2
2,1829,"По Адрианопольскому мирному договору Россия получала все Черноморское побережье Кавказа от устья Кубани до Аджарии, крепости Ахалцих и Ахалкалаки, а также устье Дуная с островами.","Договор подписан между Россией и Турцией по итогам русско-турецкой войны 1828–1829 гг. в г. Адрианополе (Турция). Со стороны России договор подписали А. Ф. Орлов и Ф. П. Пален, со стороны Турции – Мехмед Садык-эфенди и Абдул Кадыр-бей. Согласно договору, Россия получала все Черноморское побережье Кавказа от устья Кубани до Аджарии, крепости Ахалцих и Ахалкалаки, а также устье Дуная с островами. Русские подданные могли вести свободную торговлю на территории Турции. Русские торговые суда получали право беспрепятственно проходить проливы Босфор и Дарданеллы. Русские подданные на турецкой территории не подлежали турецкой юрисдикции. На Турцию была наложена контрибуция в 1,5 млн гульденов, которые она обязана была выплатить России в течение 1,5 лет. Дунайские княжества (Молдавия, Валахия) формально оставались в составе Турции, но получали широкую автономию. Их зависимость от Турции фактически сводилась к выплате дани. Гарантом автономии объявлялась Россия. Широкую автономию получала также Греция. Договор подтверждал автономию Сербии, предоставленную ей Аккерманской конвенцией 1826 г.

Адрианопольский мир стал крупной дипломатической победой России. В ее состав почти полностью вошло Закавказье. С ее помощью значительно продвинулось дело освобождения сербского, молдавского и греческого народов от турецкого ига.

<a href=""http://www.runivers.ru/doc/d2.php?CENTER_ELEMENT_ID=146928"" target=""_blank"">Текст договора</a><br />

<a href=""http://www.runivers.ru/bookreader/book9867/#page/623/mode/1up"" target=""_blank"">Оригинал договора</a><br />",2
1,1832,"По Лондонской конвенции княжество Самос получило статус вассального княжества под сюзеренитетом Османской империи и защитой Российской империи, Британской империи и Королевства Франция","<a href=""http://www.runivers.ru/bookreader/book10090/#page/384/mode/1up"" target=""_blank"">Лондонская конвенция 1827 г.</a><br />",2
2,1832,"Установление военного управления регионом на Кавказе. Территория, охваченная Кавказской войной, обозначена отдельно как условно подконтрольная.",,2
1,1833,Княжество Сванетия вошло в состав России.,,1
1,1849,В ходе реформы управления на Кавказе произошло перераспределение территорий между зависимыми от Российской империи Абхазией и Мингрелией. Часть земель Абхазского княжества оказалась в составе Мингрелии.,,1
1,1853,Взятие укрепления Ак-Мечеть привело к дальнейшему завоеванию Кокандского ханства.,,1
1,1854,"Создана область сибирских киргизов, которая включила не только прежние земли Омской области, но и территории к югу и западу.","Создана административно-территориальная единица Российской империи Область сибирских киргизов, куда вошли Кокчетавский, Кушмурунский, Акмолинский, Барнаульский и Каркаралинский округа. Включила не только прежние земли Омской области, но и новые территории к югу и западу.

<a href=""http://www.runivers.ru/bookreader/book9917/#page/514/mode/1up"" target=""_blank"">Область образована Высочайшим утверждением 19 мая 1854 г.
Текст.</a><br />

<a href=""http://www.runivers.ru/lib/book3308/16866/"" target=""_blank"">Материалы для географии и статистики России, собранные офицерами Генерального штаба. Область сибирских киргизов.</a><br />",1
1,1855,"Согласно Симодскому трактату, остров Итуруп стал японским, а весь Уруп и другие Курильские острова к северу российской территорией. Остров  Сахалин оставался в совместном владении.","Согласно Симодскому трактату, «отныне границы между Россией и Японией будут проходить между островами Итурупом и Урупом. Весь остров Итуруп принадлежит Японии, а весь остров Уруп и прочие Курильские острова к северу составляют владение России. Что касается острова Крафто (Сахалина), то он остается не разделенным между Россией и Японией, как было до сего времени».
Остров Итуруп был уступлен Японии в обмен на торговый договор, а Уруп стал самым южным островом России в Курильской гряде.

<a href=""https://ru.wikisource.org/wiki/%D0%A1%D0%B8%D0%BC%D0%BE%D0%B4%D1%81%D0%BA%D0%B8%D0%B9_%D0%B4%D0%BE%D0%B3%D0%BE%D0%B2%D0%BE%D1%80_%D1%81_%D0%AF%D0%BF%D0%BE%D0%BD%D0%B8%D0%B5%D0%B9_(1855)"" target=""_blank"">Текст Симодского трактата</a><br />",1
1,1858,"Согласно Айгунскому договору, левый берег Амура, от реки Аргуни до устья, признавался собственностью России, а Уссурийский край, от впадения Уссури в Амур до моря, оставался в общем владении впредь до определения границы.","Левый берег Амура, от реки Аргуни до устья, признавался собственностью России, а Уссурийский край, от впадения Уссури в Амур до моря, оставался в общем владении впредь до определения границы.

<a href=""http://istmat.info/node/27120"" target=""_blank"">Текст Айгунского договора</a><br />",1
1,1859,Сванетия вошла в состав Кутаисского генерал-губернаторства.,В 1833–1840 гг. княжество Сванетия номинально вошло в состав Российской империи. К 1859 г. княжество было упразднено и район составил отдельное приставство Сванетия в составе Кутаисского генерал-губернаторства.,1
1,1860,"Согласно Пекинскому договору от 1860 г., Россия получила Приморский край.","Согласно Пекинскому договору, заключенному 2 ноября 1860 г., «с сих пор восточная граница между двумя государствами, начиная от слияния рек Шилки и Аргуни, пойдет вниз по течению реки Амура до места слияния сей последней реки с рекой Усури. Земли, лежащие по левому берегу (на север) реки Амура, принадлежат российскому государству, а земли, лежащие на правом берегу (на юг), до устья реки Усури, принадлежат китайскому государству. Далее от устья реки Усури до озера Хинкай граничная линия идет по рекам Усури и Сунгача.
Земли, лежащие по восточному (правому) берегу сих рек, принадлежат российскому государству, а по западному (левому) – китайскому государству. Затем граничная между двумя государствами линия, от истока реки Сун'гача, пересекает озеро Хинкай и идет к реке Бэлэн-хэ (Тур), от устья же сей последней, по горному хребту, к устью реки Хубиту (Хубту), а отсюда по горам, лежащим между рекой Хуньчунь и морем, до реки Ту-мынь-дзян. Здесь также земли, лежащие на востоке, принадлежат российскому государству, а на запад – китайскому. Граничная линия упирается в реку Ту-мынь-дзян на двадцать китайских верст (ли), выше впадения ее в море».

<a href=""https://ru.wikisource.org/wiki/%D0%9F%D0%B5%D0%BA%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%B4%D0%BE%D0%B3%D0%BE%D0%B2%D0%BE%D1%80_(1860)"" target=""_blank"">Текст Пекинского договора</a><br />",1
1,1861,Занятие Яны-Кургана русскими войсками привело к расширению территории российского государства,"23 сентября 1861 г. русские войска разрушили кокандскую крепость Яны-Курган на правобережье Сыр-Дарьи. Так постепенно были образованы Оренбургская и Западно-Сибирская, а впоследствии Сыр-Дарьинская пограничные линии.",1
1,1865,"Создана Туркестанская область, которая  была образована из территорий Сыр-Дарьинской, Ново-Кокандской линий и завоеванных частей Кокандского ханства. ","Туркестанская область была образована 12 февраля 1865 г. из территорий Сыр-Дарьинской, Ново-Кокандской линий и завоеванных частей Кокандского ханства. Туркестанскую область подчинили оренбургскому генерал-губернатору М. Г. Черняеву, одновременно являвшемуся командующим войсками Оренбургского военного округа.",1
1,1866,"Ташкент, Ходжент, Зачирчикский край были присоединены к Туркестанской области.","Через 14 месяцев после захвата города русскими войсками, в августе 1866 г. был издан царский указ о присоединении Ташкента, и 27 августа 1866 г. его жители приняли русское подданство. Ташкент, Ходжент, Зачирчикский край были присоединены к Туркестанской области.",1
1,1868,Бухарский эмир признал вассалитет по отношению к России.,"После успешных Бухарских походов русских войск, 23 июня 1868 г. был заключен русско-бухарский договор, согласно которому Бухарский эмират переходил под протекторат России.
Бухарский эмир Музаффар ад-Дин признал вхождение в состав Российской империи части территории Бухарского эмирата с городами Джизак, Ура-Тюбе и Ходжент.
Из этих территорий был образован Зеравшанский округ с двумя отделами: Самаркандским и Катта-Курганским. Главой округа и руководителем военно-народной администрации был назначен А. К. Абрамов, произведенный в генерал-майоры.
Договор не был ратифицирован Александром II.",2
2,1868,Кокандское ханство стало экономически зависимым от России. В 1875–1876 гг. Россия оккупировала его и превратила в Ферганскую область Туркестанского генерал-губернаторства.,"После принятия Кокандским ханством в январе 1868 г. торгового договора оно стало зависимым от России государством. Договор фактически превращал Кокандское ханство в контролируемый царским правительством рынок сбыта русских товаров и источник сырьевых ресурсов.
Кокандское ханство существовало еще восемь лет. В 1875–1876 гг. Россия оккупировала его и превратила в Ферганскую область Туркестанского генерал-губернаторства.",2
1,1870,"В 1869 г. основан форт Красноводск, который обозначил продвижение русского влияния в Закаспийской области. В 1870 г. было образовано Красноводское приставство.",,2
2,1870,"Искандер-Кульская экспедиция 1870 г. подготовила присоединение к России зависимых территорий Бухары – горных бекств: Матчинского, Фалгорского, Фарабского, Магианского и Кштутского.",,2
1,1871,"В 1868 г. Самарканд был занят русскими войсками, присоединен к Российской империи и стал центром Зеравшанского округа, преобразованного в 1887 г. в Самаркандскую область. В 1870–1871 гг. Самаркандская область была расширена за счет присоединения бекств в верховьях Зеравшана и Кашкадарьи.",,1
1,1872,Переселение на Новую Землю нескольких семей ненцев для постоянного местожительства.,"Первыми жителями Новой Земли стали в 1869 г. ненец Фома Вылка с женой Ариной, двумя сыновьями, двумя дочерьми и ненцем Самдеем. Самдей не пережил зимовку, а в 1872 г. на Новую Землю переселились еще несколько ненецких семей, в том числе семья Пырерки Максима Даниловича. В 1877 г. было основано становище Малые Кармакулы, куда по распоряжению администрации переселены шесть ненецких семей в количестве 24 человек.
В начальный период колонизации Новой Земли по высочайшему царскому указу каждому первопоселенцу – промышленнику мужского пола из государственной казны полагалось 350 рублей в качестве «подъемных» или компенсации. Одновременно поселенцы на 10 лет освобождались от всех казенных и земских сборов, а желающие через пять лет переселиться обратно на материк могли вернуться на прежнее местожительства без предварительного разрешения.
Во второй половине XIX в. возникло желание присоединить Новую Землю как «ничейную территорию» к Норвегии. Постоянное проживание Фомы Вылки и колонистов-ненцев на Новой Земле сыграло решающую роль в закреплении архипелага за Россией.",1
1,1873,Все земли по правому берегу р. Амударьи отошли по Гендемианскому мирному договору к России. Эта территория вошла в состав Амударьинской области Туркестанского генерал-губернаторства.,"Согласно Гендемианскому мирному договору, определялось зависимое положение Хивинского ханства от Российской империи. Хан признал себя «покорным слугою императора всероссийского». К России отходили все земли по правому берегу Аму-Дарьи. Русские купцы освобождались от любых торговых сборов и пошлин на территории всего ханства. Кроме того, освобождались все пленники хана и уничтожались «на вечные времена рабство и торг людьми». На Хивинское ханство налагалась «пеня в размере 2 200 000 руб. для покрытия расходов русской казны на ведение последней войны, вызванной самим ханским правительством и хивинским народом». 

<a href=""http://www.hist.msu.ru/ER/Etext/FOREIGN/hiva.htm"" target=""_blank"">Текст Гендемианского мирного договора между Россией и Хивой</a><br />",2
2,1873,По Гендемианскому мирному договору хивинский хан Сеид Мухаммед-Рахим II признавал себя вассалом России. ,"С 12 августа 1873 г. по Гендемианскому мирному договору хивинский хан отказывался от самостоятельной внешней политики, принял обязательство не предпринимать никаких военных действий без ведома и разрешения русских властей. Территория ханства на правом берегу реки Амударьи переходила к России. Русские купцы получили право беспошлинного провоза товаров и торговли на территории ханства. В ханстве уничтожались рабство и работорговля. На Хивинское ханство налагалась «пеня в размере 2 200 000 руб. для покрытия расходов русской казны на ведение последней войны, вызванной самим ханским правительством и хивинским народом».

<a href=""http://www.hist.msu.ru/ER/Etext/FOREIGN/hiva.htm"" target=""_blank"">Текст Гендемианского мирного договора между Россией и Хивой</a><br />",2
1,1875,"России в обмен на 18 Курильских островов (Шумшу, Алаид, Парамушир, Маканруши, Онекотан, Харимкотан, Экарма, Шиашкотан, Муссир, Райкоке, Матуа, Растуа, островки Среднева и Ушисир, Кетой, Симусир, Бротон, островки Черпой и Брат Черпоев, Уруп) был полностью передан остров Сахалин.","В собственность Российской империи в обмен на 18 Курильских островов (Шумшу, Алаид, Парамушир, Маканруши, Онекотан, Харимкотан, Экарма, Шиашкотан, Муссир, Райкоке, Матуа, Растуа, островки Среднева и Ушисир, Кетой, Симусир, Бротон, островки Черпой и Брат Черпоев, Уруп) был полностью передан остров Сахалин.
Санкт-Петербургский договор сохранял силу вплоть до 1905 г., когда по итогам русско-японской войны был подписан Портсмутский мирный договор, по которому Россия уступала победившей Японии все Куpилы и южный Сахалин.

<a href=""http://www.runivers.ru/bookreader/book9975/#page/195/mode/1up"" target=""_blank"">Санкт-Петербургский договор 1875 г. Оригинальный текст</a><br />

<a href=""https://ru.wikisource.org/wiki/%D0%A1%D0%B0%D0%BD%D0%BA%D1%82-%D0%9F%D0%B5%D1%82%D0%B5%D1%80%D0%B1%D1%83%D1%80%D0%B3%D1%81%D0%BA%D0%B8%D0%B9_%D0%B4%D0%BE%D0%B3%D0%BE%D0%B2%D0%BE%D1%80_%D1%81_%D0%AF%D0%BF%D0%BE%D0%BD%D0%B8%D0%B5%D0%B9_(1875)"" target=""_blank"">Текст в современной орфографии</a><br />",1
1,1876,При поддержке России Бухара возвратила бекства Гиссар и Куляб под протекторат России.,,2
2,1876,Самостоятельность Кокандского ханства была ликвидирована. Его территория была включена в состав Туркестанского генерал-губернаторства в качестве Ферганской области. ,"В 1868 г. Кокандское ханство заключило с Россией торговый договор.
Этот договор сократил налоговые поступления в ханскую казну, которую попытались наполнить за счет увеличения поборов с местного населения. Последовали восстания, которые были подавлены русскими войсками.
23 сентября 1875 г. был подписан мирный договор, который предусматривал отказ Кокандского хана от дипломатических соглашений с какой-либо державой, кроме России. Часть земель на правом берегу Сыр-Дарьи была включена в состав Туркестанского генерал-губернаторства.
Однако восстания продолжались и после этого договора. 2 января 1876 г. Коканд был занят войсками генерала М. Д. Скобелева. Самостоятельность Кокандского ханства была ликвидирована полностью. Его территория была включена в состав Туркестанского генерал-губернаторства в качестве Ферганской области. Военным губернатором края стал М. Д. Скобелев.",2
1,1877,"Присоединение Дарваза и Каратегина к Бухарскому эмирату, который был под протекторатом России.",,1
1,1878,"Батум, Ардаган и Карс отошли по Берлинскому трактату к России.","Согласно Берлинскому трактату, подписанному 1 июля 1878 г., как итог Берлинского конгресса, завершившего Русско-турецкую войну 1877—1878 гг., «долина Алашкерта и город Баязет, уступленные России статьей XIX Сан-Стефанского договора, возвращаются Турции».
«Блистательная Порта (Османская империя) уступает Российской империи в Азии территории Ардагана, Карса и Батума, с портом последнего, равно как и все территории, заключающиеся между прежней русско-турецкой границей и следующей пограничной чертой».

<a href=""http://www.runivers.ru/bookreader/book10088/#page/665/mode/1up"" target=""_blank"">Берлинский трактат</a><br />",2
2,1878,По Берлинскому трактату Румыния передала России Южную Бессарабию.,"Согласно Берлинскому трактату, подписанному 1 июля 1878 г., как итог Берлинского конгресса, завершившего Русско-турецкую войну 1877—1878 гг.,
«княжество Румыния уступает обратно Е. В. императору всероссийскому часть Бессарабской территории, отошедшей от России по Парижскому трактату 1856 г., ограниченную с запада руслом Прута, с юга – руслом Килийского рукава и устьем Старого Стамбула».

<a href=""http://www.runivers.ru/bookreader/book10088/#page/665/mode/1up"" target=""_blank"">Берлинский трактат</a><br />",2
1,1881,"Продвижение в Туркмении в результате Ахал-Текинской экспедиции, завоевание Ахалтекинского оазиса.",,1
1,1885,"Россия закрепила за собой Пендинский оазис, Афганистан сохранил за собой Зульфагарский проход, соединяющий Пендинский оазис и приграничные районы Афганистана и Персии.","После столкновения российского отряда в 1885 г. с афганскими войсками у реки Кушки у Великобритании возникло опасение относительно дальнейшего продвижения России в Азию в южном направлении. Был подписан Лондонский протокол, который описывал границу от Зульфагара («Зульфагарская башня») на реке Герируд, по которой проходила граница Афганистана с Персией, на север и затем на северо-восток до реки Амударья. Протоколом предусматривалось, что каждая сторона назначит по одному комиссару, который начнет работу по демаркации через два месяца после подписания соглашения.
Заключительный Санкт-Петербургский протокол подписан 10.07.1887.
Согласно этому протоколу Россия закрепила за собой Пендинский оазис, где в 1890 г. была основана крепость Кушка (ныне город Серхетабат, Туркмения); Афганистан сохранил за собой Зульфагарский проход, соединяющий Пендинский оазис и приграничные районы Афганистана и Персии. Впоследствии документы и карты российско-британской комиссии было решено использовать при редемаркации части границы между СССР и Афганистаном по соглашению между ними от 13.06.1946.

<a href=""http://www.runivers.ru/bookreader/book10091/#page/463/mode/1up"" target=""_blank"">Лондонский протокол относительно определения границы от Ходжа-Салеха до Герируда</a><br />

<a href=""http://www.runivers.ru/bookreader/book10091/#page/480/mode/1up"" target=""_blank"">Санкт-Петербургский протокол относительно разграничения афганских владений на левом берегу Аму-Дарьи</a><br />",1
1,1895,Оформление границы Бухарского эмирата под протекторатом России.,"Согласно Русско-британскому соглашению, сферы влияния России и Англии на восток от озера Зор-Куль (Виктория) будут разделены пограничной чертой, которая, начинаясь от точки на этом озере близ его восточной оконечности, пойдет по гребню горной цепи, тянущейся несколько южнее параллели сего озера до перевалов Бендерского и Орта-Бель.
Оттуда пограничная черта пойдет по сказанной горной цепи, доколе эта цепь находится южнее параллели упомянутого озера. Достигнув этой параллели, пограничная черта спустится по откосу цепи к Кизиль-Рабату, лежащему на реке Аксу, если только эта местность не находится севернее параллели озера Виктории; от этого пункта пограничная черта пойдет по направлению на восток, дабы примкнуть к китайской границе.

<a href=""http://www.runivers.ru/bookreader/book10091/#page/513/mode/1up"" target=""_blank"">Соглашение по предмету разграничения сфер влияния России и Великобритании в области Памиров</a><br />",1
